ConstituentID,Nationality
4543,American
4545,Hungarian
4546,Swedish
4547,American
4548,English
4550,American
4551,Czech
4552,American
4553,Austrian
4554,American
4555,American
4556,French
4558,American
4560,American
4561,German
4562,American
4563,American
4564,German
4565,American
4566,Czech
4567,German
4569,American
4570,American
4571,British
4572,German
4574,American
4575,German
4576,Swiss
4578,Swedish
4579,American
4582,American
4583,Austrian
4584,American
4585,American
4587,French
4588,American
4589,French
4590,American
4591,American
4592,English
4593,Australian
4594,American
4596,German
4597,American
4598,American
4599,Welsh
4600,Scottish
4601,French
4602,American
4604,English
4605,German
4606,German
4607,French
4608,American
4609,Swedish
4610,American
4612,American
4613,Dutch
4614,American
4615,Belgian
4616,American
4617,American
4618,American
4619,American
4620,American
4621,American
4622,English
4624,American
4625,Dutch
4626,American
4627,English
4628,Mexican
4629,French
4631,German
4632,American
4633,American
4634,Mexican
4635,American
4636,American
4637,French
4638,Mexican
4639,American
4640,American
4641,Scottish
4642,American
4643,Spanish
4644,French
4645,French
4646,English
4647,American
4648,American
4649,American
4650,Japanese
4652,American
4653,American
4654,American
4655,American
4656,American
4657,Israeli
4658,American
4659,American
4660,American
4661,American
4663,Israeli
4664,American
4665,American
4666,American
4667,American
4668,American
4669,American
4670,Scottish
4671,American
4672,American
4673,American
4674,American
4675,American
4676,American
4677,American
4678,American
4679,American
4680,American
4681,American
4682,American
4683,Canadian
4684,American
4685,Polish
4687,American
4688,German
4689,Austrian
4690,American
4691,American
4692,American
4693,American
4694,American
4695,Australian
4696,American
4697,American
4699,English
4700,American
4701,American
4702,American
4704,American
4705,Swiss
4706,American
4707,American
4708,American
4709,American
4710,Swiss
4711,American
4712,American
4713,Mexican
4714,American
4715,American
4716,American
4717,Italian
4718,Swedish
4719,American
4720,German
4722,American
4724,English
4729,English
4734,American
4735,English
4736,Australian
4737,English
4738,British
4739,English
4740,Australian
4741,New Zealander
4742,New Zealander
4743,Italian
4745,French
4746,French
4749,American
4750,American
4751,American
4752,American
4753,German
4754,American
4757,German
4760,American
4762,Italian
4763,British
4764,English
4768,English
4770,Scottish
4773,American
4776,French
4777,French
4778,French
4780,French
4783,American
4784,American
4788,German
4795,French
4798,Swiss
4800,Swiss
4801,Russian
4802,Russian
4803,Russian
4805,French
4807,American
4808,American
4809,American
4810,American
4811,American
4813,Brazilian
4815,French
4817,Argentine
4818,Cuban
4822,British
4823,American
4825,American
4829,American
4831,American
4835,American
4837,American
4838,American
4840,American
4841,American
4842,American
4843,American
4844,American
4845,American
4846,German
4847,American
4848,Welsh
4849,American
4851,German
4852,American
4858,American
4859,Canadian
4860,Austrian
4861,English
4862,German
4864,British
4868,French
4870,American
4871,American
4872,French
4873,French
4877,American
4881,French
4884,American
4885,German
4886,British
4888,French
4894,American
4898,Czechoslovakian
4904,English
4905,American
4910,German
4912,American
4913,Japanese
4914,American
4915,French
4916,English
4917,American
4919,American
4920,American
4921,American
4923,American
4924,American
4925,French
4926,American
4927,Japanese
4928,French
4929,American
4931,German
4932,French
4934,French
4935,American
4937,German
4938,American
4939,American
4940,American
4941,American
5217,German
5218,German
5219,German
5220,German
5221,German
5222,German
5223,German
5224,German
5225,German
5226,Prussian
5227,German
5228,German
5229,German
5230,English
5231,American
5232,French
5233,American
5234,American
5236,American
5239,American
5240,American
5241,American
5242,American
5243,American
5244,Danish
5245,French
5246,American
5248,French
5249,American
5251,American
5252,American
5253,American
5255,English
5257,American
5258,American
5259,American
5260,American
5261,English
5263,British
5264,French
5265,American
5266,American
5267,American
5268,American
5269,American
5270,American
5271,American
5272,American
5273,American
5274,American
5275,French
5276,American
5277,American
5278,American
5279,American
5280,American
5281,American
5282,American
5283,American
5284,Austrian
5285,Italian
5286,South African
5287,French
5288,English
5289,Prussian
5290,American
5291,American
5292,American
5294,English
5296,American
5297,American
5298,American
5299,American
5300,American
5301,Swedish
5302,Swedish
5303,Hungarian
5304,Greek
5305,French
5306,Italian
5308,American
5309,English
5310,French
5311,Maltese
5314,French
5315,French
5316,French
5318,Spanish
5321,American
5322,American
5323,American
5325,American
5326,English
5344,French
5346,American
5347,Canadian
5348,British
5350,Canadian
5351,American
5352,American
5358,French
5362,English
5365,American
5370,Italian
5373,American
5376,American
5379,German
5381,British
5382,American
5383,American
5385,Australian
5387,American
5397,Canadian
5404,American
5409,French
5420,American
5436,German
5437,American
5439,American
5440,American
5442,American
5444,American
5445,American
5446,American
5447,American
5448,Cuban
5449,Venezuelan
5458,American
5470,American
5477,American
5496,American
5520,American
5531,American
5575,Austrian
5587,American
5596,American
5597,American
5600,American
5611,American
5638,Russian
5642,American
5647,Guatemalan
5676,Taiwanese
5706,American
5707,American
5734,American
5736,American
5827,American
5920,French
5961,English
6034,American
6134,English
6461,American
6462,American
6463,American
6465,American
6466,American
6515,American
6527,Russian
6534,American
6535,French
6540,American
6541,American
6542,American
6543,American
6544,American
6545,American
6546,American
6547,American
6548,American
6549,American
6551,American
6553,American
6554,American
6555,American
6556,American
6557,American
6558,American
6559,American
6560,American
6561,American
6562,American
6563,American
6564,American
6566,American
6567,American
6568,American
6570,American
6571,American
6572,American
6573,American
6574,American
6575,Cambodian
6576,British
6578,American
6579,American
6580,American
6581,American
6582,American
6583,American
6584,American
6585,American
6586,American
6588,American
6589,American
6590,American
6591,American
6592,American
6593,American
6594,American
6595,American
6596,American
6597,American
6598,American
6599,American
6600,American
6601,American
6602,American
6603,American
6604,American
6605,American
6606,American
6607,American
6608,American
6609,American
6610,American
6611,American
6612,American
6613,Spanish
6614,German
6615,Spanish
6617,American
6618,American
6619,American
6620,Nigerian
6621,Nigerian
6622,Italian
6624,American
6625,American
6626,American
6627,American
6628,American
6629,American
6630,American
6631,American
6632,American
6633,American
6634,American
6635,American
6636,American
6637,American
6638,English
6639,Spanish
6640,Spanish
6641,Mexican
6642,French
6643,Dutch
6644,Italian
6645,French
6646,French
6647,American
6648,American
6649,American
6650,American
6651,American
6652,American
6653,American
6654,American
6655,American
6661,English
6686,American
6692,Italian
6693,Italian
6694,French
6695,German
6697,Scottish
6698,German
6699,Turkish
6700,Greek
6701,Italian
6705,American
6706,American
6707,German
6709,Hungarian
6710,German
6711,German
6712,French
6722,American
4942,American
4943,American
4944,Swiss
4945,American
4946,English
4947,German
4948,German
4949,American
4950,American
4951,American
4952,American
4953,American
4954,American
4955,British
4956,American
4959,American
4961,German
4962,German
4963,American
4964,Portuguese
4968,French
4969,French
4970,French
4977,American
4981,English
4982,American
4983,American
4984,American
4985,American
4986,American
4987,American
4988,American
4990,Swedish
4991,English
4992,French
4993,English
4996,German
5003,American
5005,English
5006,American
5010,German
5011,American
5013,German
5015,American
5016,English
5021,American
5027,English
5029,Scottish
5035,French
5040,American
5041,American
5053,American
5057,American
5058,South African
5059,American
5060,American
5061,American
5064,American
5068,American
5070,German
5071,American
5072,Iranian
5073,American
5077,English
5078,American
7223,American
7224,American
7225,American
7226,American
7227,American
7229,American
7230,American
7231,American
7232,American
7233,American
7234,American
7235,American
7236,American
7237,American
7238,American
7239,American
7240,American
7241,American
7242,American
7243,American
7244,American
7245,American
7246,American
7247,American
7248,American
7249,American
7250,American
7251,American
7252,American
7253,American
7254,American
7255,American
7256,American
7257,American
7258,American
7259,American
7260,American
7261,American
7262,American
7263,American
7264,American
7265,American
7266,American
7267,American
7268,American
7269,American
7270,American
