ConstituentID,TermID,URL
376189,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376190,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376191,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376192,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376193,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376194,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376196,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376197,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376199,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376200,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376201,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376202,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376204,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376207,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376209,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376213,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376214,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376215,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376216,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376218,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376219,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376220,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376222,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376223,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376224,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376225,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376226,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376227,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376228,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376230,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376231,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376234,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376236,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376237,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376239,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376242,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376246,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376247,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376248,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376252,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376256,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376258,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376262,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376263,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376264,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376265,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376266,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376267,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376268,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376269,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376271,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376274,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376275,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376276,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376277,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376278,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376279,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376280,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376281,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376282,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376283,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
376284,2028182,http://www.lib.cam.ac.uk/rcs_photo_project/homepage.html
